AHI #,Project ID,Project Name,Owner,Developer,Address,Zip Code ,Council District,Total Units,Total Affordable Units,Total PSH Units ,Unit Type,Tenure,Status,Affordability Start Year,Affordability Expiration Year ,Affordability Period,Fee in Lieu Status,Calculated Fee In Lieu,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Market Rate Units,RHDA ,OHDA,PA Bond ,CLT,DDB,ERC,MDA,MUD,MUDB,NBG,PUDDA,PUDDB,RNY,SMART,SMART-GF,TOD,UNO,VMU,VOL,2006 GO Bond ,2013 GO Bond,CDBG,HOME,HTF,CIP,UNO TF ,Total City Funding ,LIHTC ,Longitude,Latitude,Location
347,4220,Standard Pacific - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70120239,30.29630089,"(30.29630089, -97.70120239)"
347,4221,Standard Pacific - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2014,2015,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.7009964,30.29630089,"(30.29630089, -97.7009964)"
347,4222,Standard Pacific - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.7009964,30.29630089,"(30.29630089, -97.7009964)"
347,4223,Standard Pacific - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2012,2013,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70059967,30.2961998,"(30.2961998, -97.70059967)"
347,4224,Standard Pacific - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2012,2013,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70059967,30.2961998,"(30.2961998, -97.70059967)"
347,4225,Standard Pacific - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2012,2013,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70059967,30.2961998,"(30.2961998, -97.70059967)"
347,4226,Standard Pacific - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2012,2013,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70050049,30.29590034,"(30.29590034, -97.70050049)"
347,4227,Standard Pacific - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2012,2013,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70050049,30.29590034,"(30.29590034, -97.70050049)"
347,4230,Standard Pacific - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2012,2013,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70050049,30.29590034,"(30.29590034, -97.70050049)"
347,4231,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70200348,30.29439926,"(30.29439926, -97.70200348)"
347,4232,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70210266,30.29439926,"(30.29439926, -97.70210266)"
347,4233,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70220184,30.29439926,"(30.29439926, -97.70220184)"
347,4234,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70230103,30.29439926,"(30.29439926, -97.70230103)"
347,4235,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70230103,30.29439926,"(30.29439926, -97.70230103)"
347,4236,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70240021,30.29439926,"(30.29439926, -97.70240021)"
347,4237,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29439926,"(30.29439926, -97.70249939)"
347,4238,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70259857,30.29439926,"(30.29439926, -97.70259857)"
347,4239,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70120239,30.29450035,"(30.29450035, -97.70120239)"
347,4240,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70130157,30.29450035,"(30.29450035, -97.70130157)"
347,4241,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70140076,30.29450035,"(30.29450035, -97.70140076)"
347,4242,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70140076,30.29450035,"(30.29450035, -97.70140076)"
347,4243,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70149994,30.29450035,"(30.29450035, -97.70149994)"
347,4244,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70159912,30.29450035,"(30.29450035, -97.70159912)"
347,4245,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.7016983,30.29439926,"(30.29439926, -97.7016983)"
347,4246,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70179749,30.29439926,"(30.29439926, -97.70179749)"
347,4247,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2008,2009,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70240021,30.29299927,"(30.29299927, -97.70240021)"
347,4248,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70240021,30.29310036,"(30.29310036, -97.70240021)"
347,4249,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70240021,30.29310036,"(30.29310036, -97.70240021)"
347,4250,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70240021,30.29319954,"(30.29319954, -97.70240021)"
347,4251,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29319954,"(30.29319954, -97.70249939)"
347,4252,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70240021,30.29330063,"(30.29330063, -97.70240021)"
347,4253,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29339981,"(30.29339981, -97.70249939)"
347,4254,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70240021,30.29339981,"(30.29339981, -97.70240021)"
347,4255,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.2935009,"(30.2935009, -97.70249939)"
347,4256,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29360008,"(30.29360008, -97.70249939)"
347,4257,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29360008,"(30.29360008, -97.70249939)"
347,4258,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29369926,"(30.29369926, -97.70249939)"
347,4259,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29380035,"(30.29380035, -97.70249939)"
347,4260,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2009,2010,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29380035,"(30.29380035, -97.70249939)"
347,4261,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70040131,30.29140091,"(30.29140091, -97.70040131)"
347,4262,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70050049,30.29140091,"(30.29140091, -97.70050049)"
347,4263,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70050049,30.29140091,"(30.29140091, -97.70050049)"
347,4264,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70059967,30.29140091,"(30.29140091, -97.70059967)"
347,4265,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70069885,30.29140091,"(30.29140091, -97.70069885)"
347,4266,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70079803,30.29140091,"(30.29140091, -97.70079803)"
347,4267,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70089722,30.29140091,"(30.29140091, -97.70089722)"
347,4268,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4269,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4270,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4271,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4272,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4273,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4274,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4275,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4276,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4277,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4278,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4279,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4280,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2012,2013,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4281,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2012,2013,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29089928,"(30.29089928, -97.70030212)"
347,4282,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2012,2013,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70030212,30.29019928,"(30.29019928, -97.70030212)"
347,4283,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70050049,30.29019928,"(30.29019928, -97.70050049)"
347,4284,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2011,2012,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70059967,30.29019928,"(30.29019928, -97.70059967)"
347,4285,Standard Pacific - SF - Section 6 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2013,2014,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29680061,"(30.29680061, -97.70249939)"
347,4286,Standard Pacific - SF - Section 6 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2014,2015,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29680061,"(30.29680061, -97.70249939)"
347,4287,Standard Pacific - SF - Section 6 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2014,2015,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29680061,"(30.29680061, -97.70249939)"
347,4288,Standard Pacific - SF - Section 6 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2014,2015,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70249939,30.29680061,"(30.29680061, -97.70249939)"
